"","X","condition","dataset","sample","TNR","dbl_exp","dbl_act"
"1470",1632,"hybrid","SPLINTR","chemoDay7_2",0.954277286135693,0.25,0.08
"1471",1633,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.05,0.08
"1472",1634,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.08,0.08
"1473",1635,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.1,0.08
"1474",1636,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.15,0.08
"1475",1637,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.2,0.08
"1476",1638,"hybrid","SPLINTR","chemoKRASBaseline_1",0.937252964426877,0.25,0.08
"1477",1639,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.05,0.08
"1478",1640,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.08,0.08
"1479",1641,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.1,0.08
"1480",1642,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.15,0.08
"1481",1643,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.2,0.08
"1482",1644,"hybrid","SPLINTR","chemoKRASBaseline_2",0.93754273991338,0.25,0.08
"1483",1645,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.05,0.08
"1484",1646,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.08,0.08
"1485",1647,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.1,0.08
"1486",1648,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.15,0.08
"1487",1649,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.2,0.08
"1488",1650,"hybrid","SPLINTR","chemoVehicle_1",0.940528634361233,0.25,0.08
"1489",1651,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.05,0.08
"1490",1652,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.08,0.08
"1491",1653,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.1,0.08
"1492",1654,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.15,0.08
"1493",1655,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.2,0.08
"1494",1656,"hybrid","SPLINTR","chemoVehicle_2",0.946026986506747,0.25,0.08
"1495",1657,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.05,0.08
"1496",1658,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.08,0.08
"1497",1659,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.1,0.08
"1498",1660,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.15,0.08
"1499",1661,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.2,0.08
"1500",1662,"hybrid","SPLINTR","inVitro_FLT3",0.939278937381404,0.25,0.08
"1501",1669,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.05,0.08
"1502",1670,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.08,0.08
"1503",1671,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.1,0.08
"1504",1672,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.15,0.08
"1505",1673,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.2,0.08
"1506",1674,"hybrid","SPLINTR","inVitro_MLL_1",0.957899213268127,0.25,0.08
"1507",1675,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.05,0.08
"1508",1676,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.08,0.08
"1509",1677,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.1,0.08
"1510",1678,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.15,0.08
"1511",1679,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.2,0.08
"1512",1680,"hybrid","SPLINTR","inVitro_MLL_2",0.940054035798717,0.25,0.08
"1513",1693,"hybrid","TREX","brain2",0.9612821326563,0.05,0.08
"1514",1694,"hybrid","TREX","brain2",0.957791177403999,0.08,0.08
"1515",1695,"hybrid","TREX","brain2",0.958743256109172,0.1,0.08
"1516",1696,"hybrid","TREX","brain2",0.964138368771818,0.15,0.08
"1517",1697,"hybrid","TREX","brain2",0.959695334814345,0.2,0.08
"1518",1698,"hybrid","TREX","brain2",0.959377975245954,0.25,0.08
"1519",1699,"hybrid","TREX","brain3",0.964230650632131,0.05,0.08
"1520",1700,"hybrid","TREX","brain3",0.962380511871724,0.08,0.08
"1521",1701,"hybrid","TREX","brain3",0.962380511871724,0.1,0.08
"1522",1702,"hybrid","TREX","brain3",0.964230650632131,0.15,0.08
"1523",1703,"hybrid","TREX","brain3",0.962688868331792,0.2,0.08
"1524",1704,"hybrid","TREX","brain3",0.960530373111317,0.25,0.08
"1525",1705,"hybrid","TREX","brain4",0.961595273264402,0.05,0.08
"1526",1706,"hybrid","TREX","brain4",0.961595273264402,0.08,0.08
"1527",1707,"hybrid","TREX","brain4",0.962703101920236,0.1,0.08
"1528",1708,"hybrid","TREX","brain4",0.960856720827179,0.15,0.08
"1529",1709,"hybrid","TREX","brain4",0.962518463810931,0.2,0.08
"1530",1710,"hybrid","TREX","brain4",0.960856720827179,0.25,0.08
"1531",1711,"hybrid","Watermelon","T47D-lag-1",0.94640387275242,0.05,0.08
"1532",1712,"hybrid","Watermelon","T47D-lag-1",0.948824343015214,0.08,0.08
"1533",1713,"hybrid","Watermelon","T47D-lag-1",0.946749654218534,0.1,0.08
"1534",1714,"hybrid","Watermelon","T47D-lag-1",0.947441217150761,0.15,0.08
"1535",1715,"hybrid","Watermelon","T47D-lag-1",0.946749654218534,0.2,0.08
"1536",1716,"hybrid","Watermelon","T47D-lag-1",0.947441217150761,0.25,0.08
"1537",1717,"hybrid","Watermelon","T47D-lag-2",0.94698703279939,0.05,0.08
"1538",1718,"hybrid","Watermelon","T47D-lag-2",0.950419527078566,0.08,0.08
"1539",1719,"hybrid","Watermelon","T47D-lag-2",0.947177726926011,0.1,0.08
"1540",1720,"hybrid","Watermelon","T47D-lag-2",0.946796338672769,0.15,0.08
"1541",1721,"hybrid","Watermelon","T47D-lag-2",0.947177726926011,0.2,0.08
"1542",1722,"hybrid","Watermelon","T47D-lag-2",0.946796338672769,0.25,0.08
"1543",1723,"hybrid","Watermelon","T47D-late-1",0.941946640316206,0.05,0.08
"1544",1724,"hybrid","Watermelon","T47D-late-1",0.943922924901186,0.08,0.08
"1545",1725,"hybrid","Watermelon","T47D-late-1",0.945158102766798,0.1,0.08
"1546",1726,"hybrid","Watermelon","T47D-late-1",0.943922924901186,0.15,0.08
"1547",1727,"hybrid","Watermelon","T47D-late-1",0.945158102766798,0.2,0.08
"1548",1728,"hybrid","Watermelon","T47D-late-1",0.943922924901186,0.25,0.08
"1549",1729,"hybrid","Watermelon","T47D-late-2",0.945359749739312,0.05,0.08
"1550",1730,"hybrid","Watermelon","T47D-late-2",0.944942648592284,0.08,0.08
"1551",1731,"hybrid","Watermelon","T47D-late-2",0.943274244004171,0.1,0.08
"1552",1732,"hybrid","Watermelon","T47D-late-2",0.942440041710115,0.15,0.08
"1553",1733,"hybrid","Watermelon","T47D-late-2",0.943274244004171,0.2,0.08
"1554",1734,"hybrid","Watermelon","T47D-late-2",0.942440041710115,0.25,0.08
"1555",1735,"hybrid","Watermelon","T47D-naive-1",0.936594202898551,0.05,0.08
"1556",1736,"hybrid","Watermelon","T47D-naive-1",0.938405797101449,0.08,0.08
"1557",1737,"hybrid","Watermelon","T47D-naive-1",0.937273550724638,0.1,0.08
"1558",1738,"hybrid","Watermelon","T47D-naive-1",0.938405797101449,0.15,0.08
"1559",1739,"hybrid","Watermelon","T47D-naive-1",0.937273550724638,0.2,0.08
"1560",1740,"hybrid","Watermelon","T47D-naive-1",0.938405797101449,0.25,0.08
"1561",1741,"hybrid","Watermelon","T47D-naive-2",0.935053380782918,0.05,0.08
"1562",1742,"hybrid","Watermelon","T47D-naive-2",0.935275800711744,0.08,0.08
"1563",1743,"hybrid","Watermelon","T47D-naive-2",0.932606761565836,0.1,0.08
"1564",1744,"hybrid","Watermelon","T47D-naive-2",0.935275800711744,0.15,0.08
"1565",1745,"hybrid","Watermelon","T47D-naive-2",0.932606761565836,0.2,0.08
"1566",1746,"hybrid","Watermelon","T47D-naive-2",0.935275800711744,0.25,0.08
"1567",1747,"Scrublet","Jain et al.","1_DMSO_A",0.941097724230254,0.05,0.08
"1568",1748,"Scrublet","Jain et al.","1_DMSO_A",0.939759036144578,0.08,0.08
"1569",1749,"Scrublet","Jain et al.","1_DMSO_A",0.945113788487282,0.1,0.08
"1570",1750,"Scrublet","Jain et al.","1_DMSO_A",0.939759036144578,0.15,0.08
"1571",1751,"Scrublet","Jain et al.","1_DMSO_A",0.943775100401606,0.2,0.08
"1572",1752,"Scrublet","Jain et al.","1_DMSO_A",0.93574297188755,0.25,0.08
"1573",1753,"Scrublet","Jain et al.","2_DMSO_B",0.935103244837758,0.05,0.08
"1574",1754,"Scrublet","Jain et al.","2_DMSO_B",0.938053097345133,0.08,0.08
"1575",1755,"Scrublet","Jain et al.","2_DMSO_B",0.936578171091445,0.1,0.08
"1576",1756,"Scrublet","Jain et al.","2_DMSO_B",0.942477876106195,0.15,0.08
"1577",1757,"Scrublet","Jain et al.","2_DMSO_B",0.932153392330384,0.2,0.08
"1578",1758,"Scrublet","Jain et al.","2_DMSO_B",0.941002949852507,0.25,0.08
"1579",1759,"Scrublet","Jain et al.","3_LSD1i_A",0.926121372031662,0.05,0.08
"1580",1760,"Scrublet","Jain et al.","3_LSD1i_A",0.934036939313984,0.08,0.08
"1581",1761,"Scrublet","Jain et al.","3_LSD1i_A",0.934036939313984,0.1,0.08
"1582",1762,"Scrublet","Jain et al.","3_LSD1i_A",0.928759894459103,0.15,0.08
"1583",1763,"Scrublet","Jain et al.","3_LSD1i_A",0.928759894459103,0.2,0.08
"1584",1764,"Scrublet","Jain et al.","3_LSD1i_A",0.936675461741425,0.25,0.08
"1585",1765,"Scrublet","Jain et al.","4_LSD1i_B",0.928571428571429,0.05,0.08
"1586",1766,"Scrublet","Jain et al.","4_LSD1i_B",0.928571428571429,0.08,0.08
"1587",1767,"Scrublet","Jain et al.","4_LSD1i_B",0.922360248447205,0.1,0.08
"1588",1768,"Scrublet","Jain et al.","4_LSD1i_B",0.922360248447205,0.15,0.08
"1589",1769,"Scrublet","Jain et al.","4_LSD1i_B",0.925465838509317,0.2,0.08
"1590",1770,"Scrublet","Jain et al.","4_LSD1i_B",0.922360248447205,0.25,0.08
"1591",1771,"Scrublet","Jain et al.","5_DOT1Li_A",0.935185185185185,0.05,0.08
"1592",1772,"Scrublet","Jain et al.","5_DOT1Li_A",0.92962962962963,0.08,0.08
"1593",1773,"Scrublet","Jain et al.","5_DOT1Li_A",0.938888888888889,0.1,0.08
"1594",1774,"Scrublet","Jain et al.","5_DOT1Li_A",0.935185185185185,0.15,0.08
"1595",1775,"Scrublet","Jain et al.","5_DOT1Li_A",0.931481481481481,0.2,0.08
"1596",1776,"Scrublet","Jain et al.","5_DOT1Li_A",0.938888888888889,0.25,0.08
"1597",1777,"Scrublet","Jain et al.","6_DOT1Li_B",0.938202247191011,0.05,0.08
"1598",1778,"Scrublet","Jain et al.","6_DOT1Li_B",0.955056179775281,0.08,0.08
"1599",1779,"Scrublet","Jain et al.","6_DOT1Li_B",0.938202247191011,0.1,0.08
"1600",1780,"Scrublet","Jain et al.","6_DOT1Li_B",0.952247191011236,0.15,0.08
"1601",1781,"Scrublet","Jain et al.","6_DOT1Li_B",0.955056179775281,0.2,0.08
"1602",1782,"Scrublet","Jain et al.","6_DOT1Li_B",0.949438202247191,0.25,0.08
"1603",1783,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.945578231292517,0.05,0.08
"1604",1784,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.943803608399882,0.08,0.08
"1605",1785,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.944395149364093,0.1,0.08
"1606",1786,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.944099378881988,0.15,0.08
"1607",1787,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.944395149364093,0.2,0.08
"1608",1788,"Scrublet","CellTag-multi","B4D21-RNA-r2-1",0.947057083703046,0.25,0.08
"1609",1789,"Scrublet","CellTag-multi","d2-RNA-5",0.950518754988029,0.05,0.08
"1610",1790,"Scrublet","CellTag-multi","d2-RNA-5",0.950518754988029,0.08,0.08
"1611",1791,"Scrublet","CellTag-multi","d2-RNA-5",0.952913008778931,0.1,0.08
"1612",1792,"Scrublet","CellTag-multi","d2-RNA-5",0.94732641660016,0.15,0.08
"1613",1793,"Scrublet","CellTag-multi","d2-RNA-5",0.953711093375898,0.2,0.08
"1614",1794,"Scrublet","CellTag-multi","d2-RNA-5",0.950518754988029,0.25,0.08
"1615",1795,"Scrublet","ClonMapper","FM1",0.943862710878418,0.05,0.08
"1616",1796,"Scrublet","ClonMapper","FM1",0.945317044793485,0.08,0.08
"1617",1797,"Scrublet","ClonMapper","FM1",0.945898778359511,0.1,0.08
"1618",1798,"Scrublet","ClonMapper","FM1",0.949389179755672,0.15,0.08
"1619",1799,"Scrublet","ClonMapper","FM1",0.945317044793485,0.2,0.08
"1620",1800,"Scrublet","ClonMapper","FM1",0.946771378708551,0.25,0.08
"1621",1801,"Scrublet","ClonMapper","FM7",0.945251937984496,0.05,0.08
"1622",1802,"Scrublet","ClonMapper","FM7",0.945736434108527,0.08,0.08
"1623",1803,"Scrublet","ClonMapper","FM7",0.943313953488372,0.1,0.08
"1624",1804,"Scrublet","ClonMapper","FM7",0.947916666666667,0.15,0.08
"1625",1805,"Scrublet","ClonMapper","FM7",0.946463178294574,0.2,0.08
"1626",1806,"Scrublet","ClonMapper","FM7",0.946947674418605,0.25,0.08
"1627",1807,"Scrublet","ClonMapper","TP0",0.953148425787106,0.05,0.08
"1628",1808,"Scrublet","ClonMapper","TP0",0.953148425787106,0.08,0.08
"1629",1809,"Scrublet","ClonMapper","TP0",0.956146926536732,0.1,0.08
"1630",1810,"Scrublet","ClonMapper","TP0",0.956521739130435,0.15,0.08
"1631",1811,"Scrublet","ClonMapper","TP0",0.953898050974513,0.2,0.08
"1632",1812,"Scrublet","ClonMapper","TP0",0.955022488755622,0.25,0.08
"1633",1813,"Scrublet","ClonMapper","TP0_5",0.947255880256593,0.05,0.08
"1634",1814,"Scrublet","ClonMapper","TP0_5",0.947968638631504,0.08,0.08
"1635",1815,"Scrublet","ClonMapper","TP0_5",0.950819672131147,0.1,0.08
"1636",1816,"Scrublet","ClonMapper","TP0_5",0.950997861724875,0.15,0.08
"1637",1817,"Scrublet","ClonMapper","TP0_5",0.948503207412687,0.2,0.08
"1638",1818,"Scrublet","ClonMapper","TP0_5",0.946899501069138,0.25,0.08
"1639",1819,"Scrublet","Goyal et al. 1","sample1",0.950841162333406,0.05,0.08
"1640",1820,"Scrublet","Goyal et al. 1","sample1",0.950404194887481,0.08,0.08
"1641",1821,"Scrublet","Goyal et al. 1","sample1",0.951278129779331,0.1,0.08
"1642",1822,"Scrublet","Goyal et al. 1","sample1",0.947563906488967,0.15,0.08
"1643",1823,"Scrublet","Goyal et al. 1","sample1",0.952152064671182,0.2,0.08
"1644",1824,"Scrublet","Goyal et al. 1","sample1",0.949748743718593,0.25,0.08
"1645",1825,"Scrublet","Goyal et al. 1","sample2",0.947540219165307,0.05,0.08
"1646",1826,"Scrublet","Goyal et al. 1","sample2",0.950571228724644,0.08,0.08
"1647",1827,"Scrublet","Goyal et al. 1","sample2",0.951270692469107,0.1,0.08
"1648",1828,"Scrublet","Goyal et al. 1","sample2",0.950338074143157,0.15,0.08
"1649",1829,"Scrublet","Goyal et al. 1","sample2",0.949638610398694,0.2,0.08
"1650",1830,"Scrublet","Goyal et al. 1","sample2",0.951270692469107,0.25,0.08
"1651",1831,"Scrublet","Goyal et al. 1","sample3",0.945487693710119,0.05,0.08
"1652",1832,"Scrublet","Goyal et al. 1","sample3",0.944758432087511,0.08,0.08
"1653",1833,"Scrublet","Goyal et al. 1","sample3",0.945123062898815,0.1,0.08
"1654",1834,"Scrublet","Goyal et al. 1","sample3",0.945487693710119,0.15,0.08
"1655",1835,"Scrublet","Goyal et al. 1","sample3",0.946581586144029,0.2,0.08
"1656",1836,"Scrublet","Goyal et al. 1","sample3",0.943664539653601,0.25,0.08
"1657",1837,"Scrublet","Goyal et al. 1","sample4",0.946138870863076,0.05,0.08
"1658",1838,"Scrublet","Goyal et al. 1","sample4",0.946787800129786,0.08,0.08
"1659",1839,"Scrublet","Goyal et al. 1","sample4",0.945814406229721,0.1,0.08
"1660",1840,"Scrublet","Goyal et al. 1","sample4",0.945814406229721,0.15,0.08
"1661",1841,"Scrublet","Goyal et al. 1","sample4",0.945165476963011,0.2,0.08
"1662",1842,"Scrublet","Goyal et al. 1","sample4",0.945165476963011,0.25,0.08
"1663",1843,"Scrublet","Goyal et al. 2","1-1uMPLX",0.950549450549451,0.05,0.08
"1664",1844,"Scrublet","Goyal et al. 2","1-1uMPLX",0.951686244789693,0.08,0.08
"1665",1845,"Scrublet","Goyal et al. 2","1-1uMPLX",0.950928381962865,0.1,0.08
"1666",1846,"Scrublet","Goyal et al. 2","1-1uMPLX",0.951307313376279,0.15,0.08
"1667",1847,"Scrublet","Goyal et al. 2","1-1uMPLX",0.951117847669572,0.2,0.08
"1668",1848,"Scrublet","Goyal et al. 2","1-1uMPLX",0.9518757104964,0.25,0.08
"1669",1849,"Scrublet","Goyal et al. 2","2-100nMPLX",0.942245295262816,0.05,0.08
"1670",1850,"Scrublet","Goyal et al. 2","2-100nMPLX",0.943380921479559,0.08,0.08
"1671",1851,"Scrublet","Goyal et al. 2","2-100nMPLX",0.943056456846204,0.1,0.08
"1672",1852,"Scrublet","Goyal et al. 2","2-100nMPLX",0.941271901362751,0.15,0.08
"1673",1853,"Scrublet","Goyal et al. 2","2-100nMPLX",0.943380921479559,0.2,0.08
"1674",1854,"Scrublet","Goyal et al. 2","2-100nMPLX",0.942407527579494,0.25,0.08
"1675",1855,"Scrublet","Goyal et al. 2","3-5nMT",0.951299365664007,0.05,0.08
"1676",1856,"Scrublet","Goyal et al. 2","3-5nMT",0.951299365664007,0.08,0.08
"1677",1857,"Scrublet","Goyal et al. 2","3-5nMT",0.950685492121956,0.1,0.08
"1678",1858,"Scrublet","Goyal et al. 2","3-5nMT",0.951299365664007,0.15,0.08
"1679",1859,"Scrublet","Goyal et al. 2","3-5nMT",0.951913239206057,0.2,0.08
"1680",1860,"Scrublet","Goyal et al. 2","3-5nMT",0.951503990178023,0.25,0.08
"1681",1861,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.948775612193903,0.05,0.08
"1682",1862,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.950274862568716,0.08,0.08
"1683",1863,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.949775112443778,0.1,0.08
"1684",1864,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.949525237381309,0.15,0.08
"1685",1865,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.952523738130934,0.2,0.08
"1686",1866,"Scrublet","Goyal et al. 2","4-5nMT100nMP",0.950774612693653,0.25,0.08
"1687",1867,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.952404684774483,0.05,0.08
"1688",1868,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.949663593321704,0.08,0.08
"1689",1869,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.950660353849988,0.1,0.08
"1690",1870,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.9514079242462,0.15,0.08
"1691",1871,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.952903065038624,0.2,0.08
"1692",1872,"Scrublet","Goyal et al. 3","DMSO-FM3-1uMPLX",0.949414403189634,0.25,0.08
"1693",1873,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.952380952380952,0.05,0.08
"1694",1874,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.953806672369547,0.08,0.08
"1695",1875,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.949814656401483,0.1,0.08
"1696",1876,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.951525520387796,0.15,0.08
"1697",1877,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.953521528371828,0.2,0.08
"1698",1878,"Scrublet","Goyal et al. 3","DOT1Li-FM3-1uMPLX",0.951525520387796,0.25,0.08
"1699",1879,"Scrublet","Goyal et al. 4","BC18_B1",0.946759259259259,0.05,0.08
"1700",1880,"Scrublet","Goyal et al. 4","BC18_B1",0.939153439153439,0.08,0.08
"1701",1881,"Scrublet","Goyal et al. 4","BC18_B1",0.944775132275132,0.1,0.08
"1702",1882,"Scrublet","Goyal et al. 4","BC18_B1",0.939153439153439,0.15,0.08
"1703",1883,"Scrublet","Goyal et al. 4","BC18_B1",0.938822751322751,0.2,0.08
"1704",1884,"Scrublet","Goyal et al. 4","BC18_B1",0.9375,0.25,0.08
"1705",1885,"Scrublet","Goyal et al. 4","BC18_B2",0.944761225944405,0.05,0.08
"1706",1886,"Scrublet","Goyal et al. 4","BC18_B2",0.945830363506771,0.08,0.08
"1707",1887,"Scrublet","Goyal et al. 4","BC18_B2",0.942979330007128,0.1,0.08
"1708",1888,"Scrublet","Goyal et al. 4","BC18_B2",0.945295794725588,0.15,0.08
"1709",1889,"Scrublet","Goyal et al. 4","BC18_B2",0.943335709194583,0.2,0.08
"1710",1890,"Scrublet","Goyal et al. 4","BC18_B2",0.945830363506771,0.25,0.08
"1711",1891,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.94220572640509,0.05,0.08
"1712",1892,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.943973135383528,0.08,0.08
"1713",1893,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.941322021915871,0.1,0.08
"1714",1894,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.943089430894309,0.15,0.08
"1715",1895,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.94220572640509,0.2,0.08
"1716",1896,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A1",0.942735949098621,0.25,0.08
"1717",1897,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958206943040108,0.05,0.08
"1718",1898,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958038422649141,0.08,0.08
"1719",1899,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958881024603977,0.1,0.08
"1720",1900,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958543983822042,0.15,0.08
"1721",1901,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958038422649141,0.2,0.08
"1722",1902,"Scrublet","Goyal et al. 5","FM05-250nMPLX-A2",0.958881024603977,0.25,0.08
"1723",1903,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.956866804692892,0.05,0.08
"1724",1904,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.95479641131815,0.08,0.08
"1725",1905,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.957384403036577,0.1,0.08
"1726",1906,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.956694271911663,0.15,0.08
"1727",1907,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.956176673567978,0.2,0.08
"1728",1908,"Scrublet","Goyal et al. 6","FM06-WM989Naive-1",0.957384403036577,0.25,0.08
"1729",1909,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.957743821920392,0.05,0.08
"1730",1910,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.960007545746086,0.08,0.08
"1731",1911,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.957555178268251,0.1,0.08
"1732",1912,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.956046029051122,0.15,0.08
"1733",1913,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.958121109224675,0.2,0.08
"1734",1914,"Scrublet","Goyal et al. 6","FM06-WM989Naive-2",0.956611960007546,0.25,0.08
"1735",1915,"Scrublet","Goyal et al. 8","run1_sample3",0.942600896860987,0.05,0.08
"1736",1916,"Scrublet","Goyal et al. 8","run1_sample3",0.939013452914798,0.08,0.08
"1737",1917,"Scrublet","Goyal et al. 8","run1_sample3",0.940807174887892,0.1,0.08
"1738",1918,"Scrublet","Goyal et al. 8","run1_sample3",0.943497757847534,0.15,0.08
"1739",1919,"Scrublet","Goyal et al. 8","run1_sample3",0.94170403587444,0.2,0.08
"1740",1920,"Scrublet","Goyal et al. 8","run1_sample3",0.942600896860987,0.25,0.08
"1741",1921,"Scrublet","Goyal et al. 8","run1_sample4",0.935993975903614,0.05,0.08
"1742",1922,"Scrublet","Goyal et al. 8","run1_sample4",0.935993975903614,0.08,0.08
"1743",1923,"Scrublet","Goyal et al. 8","run1_sample4",0.9375,0.1,0.08
"1744",1924,"Scrublet","Goyal et al. 8","run1_sample4",0.937123493975904,0.15,0.08
"1745",1925,"Scrublet","Goyal et al. 8","run1_sample4",0.9375,0.2,0.08
"1746",1926,"Scrublet","Goyal et al. 8","run1_sample4",0.938253012048193,0.25,0.08
"1747",1927,"Scrublet","LARRY","LK_d2",0.957446808510638,0.05,0.08
"1748",1928,"Scrublet","LARRY","LK_d2",0.961315280464217,0.08,0.08
"1749",1929,"Scrublet","LARRY","LK_d2",0.95357833655706,0.1,0.08
"1750",1930,"Scrublet","LARRY","LK_d2",0.955512572533849,0.15,0.08
"1751",1931,"Scrublet","LARRY","LK_d2",0.951644100580271,0.2,0.08
"1752",1932,"Scrublet","LARRY","LK_d2",0.957446808510638,0.25,0.08
"1753",1933,"Scrublet","LARRY","LK_d4_1",0.950098814229249,0.05,0.08
"1754",1934,"Scrublet","LARRY","LK_d4_1",0.948616600790514,0.08,0.08
"1755",1935,"Scrublet","LARRY","LK_d4_1",0.951581027667984,0.1,0.08
"1756",1936,"Scrublet","LARRY","LK_d4_1",0.947134387351779,0.15,0.08
"1757",1937,"Scrublet","LARRY","LK_d4_1",0.951581027667984,0.2,0.08
"1758",1938,"Scrublet","LARRY","LK_d4_1",0.947628458498024,0.25,0.08
"1759",1939,"Scrublet","LARRY","LK_d4_2",0.944845142129826,0.05,0.08
"1760",1940,"Scrublet","LARRY","LK_d4_2",0.946542214679678,0.08,0.08
"1761",1941,"Scrublet","LARRY","LK_d4_2",0.947390750954603,0.1,0.08
"1762",1942,"Scrublet","LARRY","LK_d4_2",0.944420873992363,0.15,0.08
"1763",1943,"Scrublet","LARRY","LK_d4_2",0.946542214679678,0.2,0.08
"1764",1944,"Scrublet","LARRY","LK_d4_2",0.948663555366992,0.25,0.08
"1765",1945,"Scrublet","LARRY","LK_d6_1_1",0.949915397631134,0.05,0.08
"1766",1946,"Scrublet","LARRY","LK_d6_1_1",0.952284263959391,0.08,0.08
"1767",1947,"Scrublet","LARRY","LK_d6_1_1",0.95160744500846,0.1,0.08
"1768",1948,"Scrublet","LARRY","LK_d6_1_1",0.95093062605753,0.15,0.08
"1769",1949,"Scrublet","LARRY","LK_d6_1_1",0.952961082910321,0.2,0.08
"1770",1950,"Scrublet","LARRY","LK_d6_1_1",0.95160744500846,0.25,0.08
"1771",1951,"Scrublet","LARRY","LK_d6_1_2",0.950561009817672,0.05,0.08
